site_code,site_name,collection_year,elevation,latitude,longitude,Aridity,Light,plot,block,treatment_name,N,P,Kµ,Rootsgperm2,rootmassfraction
cowi.ca,Cowichan,2011,50,48.46,-123.38,1.0491,0.074019107,3,1,Control,0,0,0,1698.736041,0.674814968
cowi.ca,Cowichan,2011,50,48.46,-123.38,1.0491,0.074019107,12,1,NK,1,0,1,805.6037986,0.494841474
cowi.ca,Cowichan,2011,50,48.46,-123.38,1.0491,0.074019107,9,1,NP,1,1,0,2104.252003,0.697337445
cowi.ca,Cowichan,2011,50,48.46,-123.38,1.0491,0.074019107,29,3,K,0,0,1,1449.278248,0.627888357
cowi.ca,Cowichan,2011,50,48.46,-123.38,1.0491,0.074019107,14,2,K,0,0,1,3165.961218,0.836988759
cowi.ca,Cowichan,2011,50,48.46,-123.38,1.0491,0.074019107,24,3,NP,1,1,0,2649.147393,0.678999158
cowi.ca,Cowichan,2011,50,48.46,-123.38,1.0491,0.074019107,26,3,NPK,1,1,1,799.2192013,0.371622833
cowi.ca,Cowichan,2011,50,48.46,-123.38,1.0491,0.074019107,1,1,NPK,1,1,1,1780.563626,0.600170371
elliot.us,Elliott Chaparral,2011,200,32.875,-117.052243,0.2565,0.525715301,12,2,N,1,0,0,72.27722772,0.169039002
elliot.us,Elliott Chaparral,2011,200,32.875,-117.052243,0.2565,0.525715301,29,3,Control,0,0,0,48.51485149,0.094054778
elliot.us,Elliott Chaparral,2011,200,32.875,-117.052243,0.2565,0.525715301,6,1,Control,0,0,0,131.6831683,0.374436937
elliot.us,Elliott Chaparral,2011,200,32.875,-117.052243,0.2565,0.525715301,20,2,K,0,0,1,46.53465347,0.234508704
elliot.us,Elliott Chaparral,2011,200,32.875,-117.052243,0.2565,0.525715301,1,1,P,0,1,0,63.36633663,0.201857404
elliot.us,Elliott Chaparral,2011,200,32.875,-117.052243,0.2565,0.525715301,2,1,PK,0,1,1,94.05940594,0.298924501
elliot.us,Elliott Chaparral,2011,200,32.875,-117.052243,0.2565,0.525715301,23,3,P,0,1,0,61.38613861,0.251958264
elliot.us,Elliott Chaparral,2011,200,32.875,-117.052243,0.2565,0.525715301,3,1,N,1,0,0,213.8613861,0.577283879
elliot.us,Elliott Chaparral,2011,200,32.875,-117.052243,0.2565,0.525715301,27,3,NP,1,1,0,73.26732673,0.163409157
elliot.us,Elliott Chaparral,2011,200,32.875,-117.052243,0.2565,0.525715301,5,1,NK,1,0,1,104.950495,0.310320347
elliot.us,Elliott Chaparral,2011,200,32.875,-117.052243,0.2565,0.525715301,28,3,NPK,1,1,1,106.9306931,0.339429444
elliot.us,Elliott Chaparral,2011,200,32.875,-117.052243,0.2565,0.525715301,16,2,Control,0,0,0,204.950495,0.451382605
elliot.us,Elliott Chaparral,2011,200,32.875,-117.052243,0.2565,0.525715301,22,3,K,0,0,1,73.26732673,0.230279229
elliot.us,Elliott Chaparral,2011,200,32.875,-117.052243,0.2565,0.525715301,24,3,N,1,0,0,126.7326733,0.164452764
elliot.us,Elliott Chaparral,2011,200,32.875,-117.052243,0.2565,0.525715301,8,1,NP,1,1,0,73.26732673,0.139778508
elliot.us,Elliott Chaparral,2011,200,32.875,-117.052243,0.2565,0.525715301,11,2,NP,1,1,0,57.42574257,0.108889617
elliot.us,Elliott Chaparral,2011,200,32.875,-117.052243,0.2565,0.525715301,25,3,PK,0,1,1,73.26732673,0.137148915
elliot.us,Elliott Chaparral,2011,200,32.875,-117.052243,0.2565,0.525715301,26,3,NK,1,0,1,114.8514851,0.182651422
elliot.us,Elliott Chaparral,2011,200,32.875,-117.052243,0.2565,0.525715301,17,2,P,0,1,0,99.00990099,0.204879198
elliot.us,Elliott Chaparral,2011,200,32.875,-117.052243,0.2565,0.525715301,10,1,K,0,0,1,186.1386139,0.387919206
elliot.us,Elliott Chaparral,2011,200,32.875,-117.052243,0.2565,0.525715301,14,2,NK,1,0,1,193.0693069,0.301026733
elliot.us,Elliott Chaparral,2011,200,32.875,-117.052243,0.2565,0.525715301,9,1,NPK,1,1,1,100.990099,0.166227874
elliot.us,Elliott Chaparral,2011,200,32.875,-117.052243,0.2565,0.525715301,19,2,PK,0,1,1,85.14851485,0.230724448
elliot.us,Elliott Chaparral,2011,200,32.875,-117.052243,0.2565,0.525715301,18,2,NPK,1,1,1,211.8811881,0.472388975
frue.ch,Fruebuel,2011,995,47.113187,8.541821,1.9924,0.071396942,23,3,K,0,0,1,245.9594716,0.194976991
frue.ch,Fruebuel,2011,995,47.113187,8.541821,1.9924,0.071396942,27,3,Control,0,0,0,221.9471181,0.176791534
frue.ch,Fruebuel,2011,995,47.113187,8.541821,1.9924,0.071396942,12,2,NPK,1,1,1,261.5509174,0.169988276
frue.ch,Fruebuel,2011,995,47.113187,8.541821,1.9924,0.071396942,17,2,Control,0,0,0,352.5454962,0.216627733
frue.ch,Fruebuel,2011,995,47.113187,8.541821,1.9924,0.071396942,8,1,NPK,1,1,1,95.16742867,0.055348325
frue.ch,Fruebuel,2011,995,47.113187,8.541821,1.9924,0.071396942,4,1,NP,1,1,0,152.5238535,0.095676997
frue.ch,Fruebuel,2011,995,47.113187,8.541821,1.9924,0.071396942,1,1,N,1,0,0,175.8332969,0.113682629
frue.ch,Fruebuel,2011,995,47.113187,8.541821,1.9924,0.071396942,15,2,NP,1,1,0,296.0617761,0.153571616
frue.ch,Fruebuel,2011,995,47.113187,8.541821,1.9924,0.071396942,19,2,PK,0,1,1,385.9486137,0.278995916
frue.ch,Fruebuel,2011,995,47.113187,8.541821,1.9924,0.071396942,2,1,NK,1,0,1,90.84272195,0.058267896
frue.ch,Fruebuel,2011,995,47.113187,8.541821,1.9924,0.071396942,13,2,K,0,0,1,133.6219853,0.094425026
frue.ch,Fruebuel,2011,995,47.113187,8.541821,1.9924,0.071396942,7,1,K,0,0,1,344.4388304,0.241440567
frue.ch,Fruebuel,2011,995,47.113187,8.541821,1.9924,0.071396942,26,3,N,1,0,0,99.7169054,0.085897175
frue.ch,Fruebuel,2011,995,47.113187,8.541821,1.9924,0.071396942,29,3,NP,1,1,0,118.83186,0.098572962
frue.ch,Fruebuel,2011,995,47.113187,8.541821,1.9924,0.071396942,14,2,P,0,1,0,150.9234828,0.123272934
frue.ch,Fruebuel,2011,995,47.113187,8.541821,1.9924,0.071396942,10,1,Control,0,0,0,92.41502653,0.079469793
frue.ch,Fruebuel,2011,995,47.113187,8.541821,1.9924,0.071396942,18,2,NK,1,0,1,124.1637887,0.100930268
frue.ch,Fruebuel,2011,995,47.113187,8.541821,1.9924,0.071396942,6,1,P,0,1,0,169.7308592,0.138409952
frue.ch,Fruebuel,2011,995,47.113187,8.541821,1.9924,0.071396942,25,3,NPK,1,1,1,344.9433535,0.174994808
frue.ch,Fruebuel,2011,995,47.113187,8.541821,1.9924,0.071396942,21,3,NK,1,0,1,175.7774384,0.116033333
frue.ch,Fruebuel,2011,995,47.113187,8.541821,1.9924,0.071396942,28,3,P,0,1,0,538.711125,0.33687318
frue.ch,Fruebuel,2011,995,47.113187,8.541821,1.9924,0.071396942,24,3,PK,0,1,1,209.8396734,0.142192879
frue.ch,Fruebuel,2011,995,47.113187,8.541821,1.9924,0.071396942,3,1,PK,0,1,1,276.5548765,0.228893546
frue.ch,Fruebuel,2011,995,47.113187,8.541821,1.9924,0.071396942,11,2,N,1,0,0,487.7677841,0.255020939
gilb.za,Mt Gilboa,2012,1748,-29.28424,30.29174,0.7803,0.468628659,13,2,NP,1,1,0,651.3559426,0.542330692
gilb.za,Mt Gilboa,2012,1748,-29.28424,30.29174,0.7803,0.468628659,17,2,P,0,1,0,1676.058487,0.799919675
gilb.za,Mt Gilboa,2012,1748,-29.28424,30.29174,0.7803,0.468628659,10,1,P,0,1,0,541.16705,0.648343362
gilb.za,Mt Gilboa,2012,1748,-29.28424,30.29174,0.7803,0.468628659,1,1,NPK,1,1,1,299.3270421,0.461424541
gilb.za,Mt Gilboa,2012,1748,-29.28424,30.29174,0.7803,0.468628659,7,1,NK,1,0,1,280.089721,0.492106609
gilb.za,Mt Gilboa,2012,1748,-29.28424,30.29174,0.7803,0.468628659,24,3,NP,1,1,0,969.6217806,0.639614657
gilb.za,Mt Gilboa,2012,1748,-29.28424,30.29174,0.7803,0.468628659,29,3,NK,1,0,1,916.7140888,0.723966032
gilb.za,Mt Gilboa,2012,1748,-29.28424,30.29174,0.7803,0.468628659,11,2,NPK,1,1,1,1219.204542,0.739088982
gilb.za,Mt Gilboa,2012,1748,-29.28424,30.29174,0.7803,0.468628659,16,2,N,1,0,0,942.3273076,0.674631838
gilb.za,Mt Gilboa,2012,1748,-29.28424,30.29174,0.7803,0.468628659,2,1,NP,1,1,0,336.4093045,0.423005085
gilb.za,Mt Gilboa,2012,1748,-29.28424,30.29174,0.7803,0.468628659,9,1,K,0,0,1,226.2345724,0.544934014
gilb.za,Mt Gilboa,2012,1748,-29.28424,30.29174,0.7803,0.468628659,20,2,NK,1,0,1,1850.258476,0.864330713
gilb.za,Mt Gilboa,2012,1748,-29.28424,30.29174,0.7803,0.468628659,3,1,N,1,0,0,376.8541118,0.498432116
gilb.za,Mt Gilboa,2012,1748,-29.28424,30.29174,0.7803,0.468628659,6,1,Control,0,0,0,978.4800371,0.847091828
gilb.za,Mt Gilboa,2012,1748,-29.28424,30.29174,0.7803,0.468628659,23,3,N,1,0,0,3167.665905,0.888174396
gilb.za,Mt Gilboa,2012,1748,-29.28424,30.29174,0.7803,0.468628659,22,3,P,0,1,0,952.6381192,0.727197389
gilb.za,Mt Gilboa,2012,1748,-29.28424,30.29174,0.7803,0.468628659,21,3,PK,0,1,1,1404.340625,0.804150405
gilb.za,Mt Gilboa,2012,1748,-29.28424,30.29174,0.7803,0.468628659,12,2,K,0,0,1,455.6119102,0.697521495
gilb.za,Mt Gilboa,2012,1748,-29.28424,30.29174,0.7803,0.468628659,27,3,NPK,1,1,1,600.1509382,0.551469455
gilb.za,Mt Gilboa,2012,1748,-29.28424,30.29174,0.7803,0.468628659,26,3,Control,0,0,0,1560.053798,0.852265429
gilb.za,Mt Gilboa,2012,1748,-29.28424,30.29174,0.7803,0.468628659,5,1,PK,0,1,1,573.9270577,0.743089957
gilb.za,Mt Gilboa,2012,1748,-29.28424,30.29174,0.7803,0.468628659,14,2,Control,0,0,0,1073.199108,0.832421835
gilb.za,Mt Gilboa,2012,1748,-29.28424,30.29174,0.7803,0.468628659,19,2,PK,0,1,1,3110.979809,0.896793167
gilb.za,Mt Gilboa,2012,1748,-29.28424,30.29174,0.7803,0.468628659,25,3,K,0,0,1,923.9936283,0.827011164
hall.us,Hall's Prairie,2011,193.6,36.871944,-86.70167,1.0541,0.080217886,25,3,P,0,1,0,122.8571429,0.145452085
hall.us,Hall's Prairie,2011,193.6,36.871944,-86.70167,1.0541,0.080217886,30,3,K,0,0,1,89.1460512,0.147386349
hall.us,Hall's Prairie,2011,193.6,36.871944,-86.70167,1.0541,0.080217886,4,1,P,0,1,0,72.92839997,0.062496037
hall.us,Hall's Prairie,2011,193.6,36.871944,-86.70167,1.0541,0.080217886,10,1,N,1,0,0,53.35717769,0.122587703
hall.us,Hall's Prairie,2011,193.6,36.871944,-86.70167,1.0541,0.080217886,1,1,NP,1,1,0,87.61653091,0.051052143
hall.us,Hall's Prairie,2011,193.6,36.871944,-86.70167,1.0541,0.080217886,29,3,NP,1,1,0,60.2113037,0.250451217
hall.us,Hall's Prairie,2011,193.6,36.871944,-86.70167,1.0541,0.080217886,6,1,PK,0,1,1,61.2132611,0.094638228
hall.us,Hall's Prairie,2011,193.6,36.871944,-86.70167,1.0541,0.080217886,26,3,Control,0,0,0,52.69917582,0.210628895
hall.us,Hall's Prairie,2011,193.6,36.871944,-86.70167,1.0541,0.080217886,3,1,Control,0,0,0,115.3727523,0.155935939
hall.us,Hall's Prairie,2011,193.6,36.871944,-86.70167,1.0541,0.080217886,11,2,P,0,1,0,479.3652927,0.487871184
hall.us,Hall's Prairie,2011,193.6,36.871944,-86.70167,1.0541,0.080217886,21,3,PK,0,1,1,269.8522428,0.28433866
hall.us,Hall's Prairie,2011,193.6,36.871944,-86.70167,1.0541,0.080217886,7,1,NK,1,0,1,129.7513383,0.47276628
hall.us,Hall's Prairie,2011,193.6,36.871944,-86.70167,1.0541,0.080217886,18,2,N,1,0,0,118.111647,0.11323011
hall.us,Hall's Prairie,2011,193.6,36.871944,-86.70167,1.0541,0.080217886,27,3,N,1,0,0,70.63276499,0.146927295
hall.us,Hall's Prairie,2011,193.6,36.871944,-86.70167,1.0541,0.080217886,13,2,Control,0,0,0,142.9782415,0.287232807
hall.us,Hall's Prairie,2011,193.6,36.871944,-86.70167,1.0541,0.080217886,2,1,NPK,1,1,1,63.12219516,0.031066791
hall.us,Hall's Prairie,2011,193.6,36.871944,-86.70167,1.0541,0.080217886,16,2,NPK,1,1,1,38.17670676,0.07283175
hall.us,Hall's Prairie,2011,193.6,36.871944,-86.70167,1.0541,0.080217886,15,2,K,0,0,1,75.17320712,0.171169839
hall.us,Hall's Prairie,2011,193.6,36.871944,-86.70167,1.0541,0.080217886,28,3,NPK,1,1,1,46.33635617,0.045350599
hall.us,Hall's Prairie,2011,193.6,36.871944,-86.70167,1.0541,0.080217886,5,1,K,0,0,1,304.2505298,0.503850729
hall.us,Hall's Prairie,2011,193.6,36.871944,-86.70167,1.0541,0.080217886,12,2,NK,1,0,1,44.34402332,0.038642547
hall.us,Hall's Prairie,2011,193.6,36.871944,-86.70167,1.0541,0.080217886,24,3,NK,1,0,1,89.2699115,0.124683887
hall.us,Hall's Prairie,2011,193.6,36.871944,-86.70167,1.0541,0.080217886,19,2,PK,0,1,1,142.6055479,0.236608985
hall.us,Hall's Prairie,2011,193.6,36.871944,-86.70167,1.0541,0.080217886,14,2,NP,1,1,0,118.3835776,0.199910268
hart.us,Hart Mountain,2011,1508,42.723745,-119.49767,0.2506,0.754092708,12,2,NPK,1,1,1,230.2318123,0.736902592
hart.us,Hart Mountain,2011,1508,42.723745,-119.49767,0.2506,0.754092708,23,3,P,0,1,0,53.12265229,0.652831766
hart.us,Hart Mountain,2011,1508,42.723745,-119.49767,0.2506,0.754092708,3,1,NK,1,0,1,169.0913667,0.669691677
hart.us,Hart Mountain,2011,1508,42.723745,-119.49767,0.2506,0.754092708,18,2,NP,1,1,0,173.3495303,0.399699603
hart.us,Hart Mountain,2011,1508,42.723745,-119.49767,0.2506,0.754092708,11,2,P,0,1,0,160.0071642,0.802816923
hart.us,Hart Mountain,2011,1508,42.723745,-119.49767,0.2506,0.754092708,1,1,NP,1,1,0,80.82228512,0.608728584
hart.us,Hart Mountain,2011,1508,42.723745,-119.49767,0.2506,0.754092708,24,3,Control,0,0,0,113.6166656,0.685814887
hart.us,Hart Mountain,2011,1508,42.723745,-119.49767,0.2506,0.754092708,29,3,K,0,0,1,199.7871862,0.720896351
hart.us,Hart Mountain,2011,1508,42.723745,-119.49767,0.2506,0.754092708,6,1,N,1,0,0,214.8498116,0.665067132
hart.us,Hart Mountain,2011,1508,42.723745,-119.49767,0.2506,0.754092708,27,3,N,1,0,0,106.3640743,0.491938717
hart.us,Hart Mountain,2011,1508,42.723745,-119.49767,0.2506,0.754092708,2,1,PK,0,1,1,270.9336663,0.905273815
hart.us,Hart Mountain,2011,1508,42.723745,-119.49767,0.2506,0.754092708,19,2,PK,0,1,1,233.222918,0.915055706
hart.us,Hart Mountain,2011,1508,42.723745,-119.49767,0.2506,0.754092708,28,3,PK,0,1,1,182.7678947,0.75037761
hart.us,Hart Mountain,2011,1508,42.723745,-119.49767,0.2506,0.754092708,22,3,NP,1,1,0,83.22088457,0.339995031
hart.us,Hart Mountain,2011,1508,42.723745,-119.49767,0.2506,0.754092708,26,3,NPK,1,1,1,119.8993379,0.562513302
hart.us,Hart Mountain,2011,1508,42.723745,-119.49767,0.2506,0.754092708,25,3,NK,1,0,1,198.8367076,0.484628685
hart.us,Hart Mountain,2011,1508,42.723745,-119.49767,0.2506,0.754092708,15,2,K,0,0,1,244.7962444,0.767756399
hart.us,Hart Mountain,2011,1508,42.723745,-119.49767,0.2506,0.754092708,4,1,NPK,1,1,1,224.0957188,0.469757321
hart.us,Hart Mountain,2011,1508,42.723745,-119.49767,0.2506,0.754092708,9,1,P,0,1,0,135.4616765,0.757354393
hart.us,Hart Mountain,2011,1508,42.723745,-119.49767,0.2506,0.754092708,13,2,N,1,0,0,88.31664861,0.425076157
hart.us,Hart Mountain,2011,1508,42.723745,-119.49767,0.2506,0.754092708,14,2,NK,1,0,1,163.181775,0.512213152
hart.us,Hart Mountain,2011,1508,42.723745,-119.49767,0.2506,0.754092708,8,1,Control,0,0,0,94.05010258,0.774711887
hart.us,Hart Mountain,2011,1508,42.723745,-119.49767,0.2506,0.754092708,17,2,Control,0,0,0,173.6163265,0.744443278
hart.us,Hart Mountain,2011,1508,42.723745,-119.49767,0.2506,0.754092708,5,1,K,0,0,1,98.13604117,0.53280933
konz.us,Konza LTER,2011,440,39.070856,-96.582821,0.7617,0.173686665,17,2,K,0,0,1,154.0455995,0.22853884
konz.us,Konza LTER,2011,440,39.070856,-96.582821,0.7617,0.173686665,14,2,N,1,0,0,31.38579541,0.057887528
konz.us,Konza LTER,2011,440,39.070856,-96.582821,0.7617,0.173686665,4,1,Control,0,0,0,271.7389972,0.407870146
konz.us,Konza LTER,2011,440,39.070856,-96.582821,0.7617,0.173686665,7,1,P,0,1,0,179.0768942,0.28687789
konz.us,Konza LTER,2011,440,39.070856,-96.582821,0.7617,0.173686665,27,3,K,0,0,1,171.9929453,0.27087937
konz.us,Konza LTER,2011,440,39.070856,-96.582821,0.7617,0.173686665,19,2,NP,1,1,0,262.3641431,0.30415006
konz.us,Konza LTER,2011,440,39.070856,-96.582821,0.7617,0.173686665,2,1,NPK,1,1,1,100.3593997,0.099695488
konz.us,Konza LTER,2011,440,39.070856,-96.582821,0.7617,0.173686665,16,2,NPK,1,1,1,233.5763187,0.19848829
konz.us,Konza LTER,2011,440,39.070856,-96.582821,0.7617,0.173686665,8,1,NK,1,0,1,135.3998897,0.278801442
konz.us,Konza LTER,2011,440,39.070856,-96.582821,0.7617,0.173686665,23,3,P,0,1,0,212.9391277,0.319997906
konz.us,Konza LTER,2011,440,39.070856,-96.582821,0.7617,0.173686665,30,3,NPK,1,1,1,58.24730784,0.081068234
konz.us,Konza LTER,2011,440,39.070856,-96.582821,0.7617,0.173686665,5,1,N,1,0,0,122.3584629,0.164823962
konz.us,Konza LTER,2011,440,39.070856,-96.582821,0.7617,0.173686665,21,3,Control,0,0,0,166.3189522,0.316424953
konz.us,Konza LTER,2011,440,39.070856,-96.582821,0.7617,0.173686665,6,1,PK,0,1,1,373.6179205,0.435696924
konz.us,Konza LTER,2011,440,39.070856,-96.582821,0.7617,0.173686665,18,2,Control,0,0,0,256.8222941,0.292767632
konz.us,Konza LTER,2011,440,39.070856,-96.582821,0.7617,0.173686665,12,2,PK,0,1,1,435.5738089,0.52116231
konz.us,Konza LTER,2011,440,39.070856,-96.582821,0.7617,0.173686665,26,3,PK,0,1,1,240.701009,0.438514423
konz.us,Konza LTER,2011,440,39.070856,-96.582821,0.7617,0.173686665,9,1,K,0,0,1,170.4511278,0.288410833
konz.us,Konza LTER,2011,440,39.070856,-96.582821,0.7617,0.173686665,20,2,NK,1,0,1,304.6870615,0.338658934
konz.us,Konza LTER,2011,440,39.070856,-96.582821,0.7617,0.173686665,28,3,NP,1,1,0,76.13654917,0.087079225
konz.us,Konza LTER,2011,440,39.070856,-96.582821,0.7617,0.173686665,1,1,NP,1,1,0,232.3209568,0.333425144
konz.us,Konza LTER,2011,440,39.070856,-96.582821,0.7617,0.173686665,25,3,N,1,0,0,108.8473584,0.187426351
konz.us,Konza LTER,2011,440,39.070856,-96.582821,0.7617,0.173686665,13,2,P,0,1,0,212.8110657,0.403463079
konz.us,Konza LTER,2011,440,39.070856,-96.582821,0.7617,0.173686665,24,3,NK,1,0,1,74.39238987,0.119757407
lancaster.uk,Lancaster,2011,180,53.98562471,-2.628417566,2.2341,0.798113088,24,3,PK,0,1,1,790.9078066,0.739471772
lancaster.uk,Lancaster,2011,180,53.98562471,-2.628417566,2.2341,0.798113088,4,1,NK,1,0,1,286.7206457,0.743048607
lancaster.uk,Lancaster,2011,180,53.98562471,-2.628417566,2.2341,0.798113088,18,2,PK,0,1,1,1264.495151,0.903988801
lancaster.uk,Lancaster,2011,180,53.98562471,-2.628417566,2.2341,0.798113088,7,1,NP,1,1,0,375.5843712,0.66488717
lancaster.uk,Lancaster,2011,180,53.98562471,-2.628417566,2.2341,0.798113088,13,2,K,0,0,1,295.5428106,0.635585764
lancaster.uk,Lancaster,2011,180,53.98562471,-2.628417566,2.2341,0.798113088,26,3,NPK,1,1,1,40.04136977,0.162808599
lancaster.uk,Lancaster,2011,180,53.98562471,-2.628417566,2.2341,0.798113088,3,1,Control,0,0,0,438.9133431,0.827649066
lancaster.uk,Lancaster,2011,180,53.98562471,-2.628417566,2.2341,0.798113088,11,2,NK,1,0,1,329.4657549,0.569797264
lancaster.uk,Lancaster,2011,180,53.98562471,-2.628417566,2.2341,0.798113088,1,1,NPK,1,1,1,627.7061628,0.768065377
lancaster.uk,Lancaster,2011,180,53.98562471,-2.628417566,2.2341,0.798113088,12,2,N,1,0,0,424.5602133,0.556427956
lancaster.uk,Lancaster,2011,180,53.98562471,-2.628417566,2.2341,0.798113088,9,1,K,0,0,1,459.533404,0.673078835
lancaster.uk,Lancaster,2011,180,53.98562471,-2.628417566,2.2341,0.798113088,17,2,NPK,1,1,1,1423.118866,0.837144076
lancaster.uk,Lancaster,2011,180,53.98562471,-2.628417566,2.2341,0.798113088,22,3,P,0,1,0,320.1317415,0.56189908
lancaster.uk,Lancaster,2011,180,53.98562471,-2.628417566,2.2341,0.798113088,20,3,N,1,0,0,1098.368204,0.85785339
lancaster.uk,Lancaster,2011,180,53.98562471,-2.628417566,2.2341,0.798113088,2,1,PK,0,1,1,1020.055833,0.815225637
lancaster.uk,Lancaster,2011,180,53.98562471,-2.628417566,2.2341,0.798113088,16,2,NP,1,1,0,954.4680768,0.746396547
lancaster.uk,Lancaster,2011,180,53.98562471,-2.628417566,2.2341,0.798113088,15,2,P,0,1,0,453.7657783,0.620266546
lancaster.uk,Lancaster,2011,180,53.98562471,-2.628417566,2.2341,0.798113088,6,1,N,1,0,0,240.2080348,0.516068081
lancaster.uk,Lancaster,2011,180,53.98562471,-2.628417566,2.2341,0.798113088,23,3,NP,1,1,0,401.1721957,0.584269192
lancaster.uk,Lancaster,2011,180,53.98562471,-2.628417566,2.2341,0.798113088,21,3,Control,0,0,0,652.2117125,0.869196418
lancaster.uk,Lancaster,2011,180,53.98562471,-2.628417566,2.2341,0.798113088,19,3,K,0,0,1,452.7528639,0.71882322
lancaster.uk,Lancaster,2011,180,53.98562471,-2.628417566,2.2341,0.798113088,8,1,P,0,1,0,375.8255162,0.550720199
lancaster.uk,Lancaster,2011,180,53.98562471,-2.628417566,2.2341,0.798113088,25,3,NK,1,0,1,677.3877551,0.844057181
look.us,Lookout (Andrews LTER),2011,1500.492,44.20517707,-122.1284473,2.1509,0.321397425,30,3,NK,1,0,1,1060.996203,0.860014159
look.us,Lookout (Andrews LTER),2011,1500.492,44.20517707,-122.1284473,2.1509,0.321397425,29,3,N,1,0,0,811.6793048,0.844989373
look.us,Lookout (Andrews LTER),2011,1500.492,44.20517707,-122.1284473,2.1509,0.321397425,3,1,P,0,1,0,678.3873407,0.857537854
look.us,Lookout (Andrews LTER),2011,1500.492,44.20517707,-122.1284473,2.1509,0.321397425,16,2,PK,0,1,1,1530.817039,0.919786917
look.us,Lookout (Andrews LTER),2011,1500.492,44.20517707,-122.1284473,2.1509,0.321397425,22,3,NP,1,1,0,208.9568489,0.951720932
look.us,Lookout (Andrews LTER),2011,1500.492,44.20517707,-122.1284473,2.1509,0.321397425,25,3,NPK,1,1,1,710.6055822,0.940818655
look.us,Lookout (Andrews LTER),2011,1500.492,44.20517707,-122.1284473,2.1509,0.321397425,27,3,PK,0,1,1,2261.219218,0.938666711
look.us,Lookout (Andrews LTER),2011,1500.492,44.20517707,-122.1284473,2.1509,0.321397425,14,2,P,0,1,0,330.7335497,0.878130878
look.us,Lookout (Andrews LTER),2011,1500.492,44.20517707,-122.1284473,2.1509,0.321397425,13,2,NK,1,0,1,1790.004418,0.907064161
look.us,Lookout (Andrews LTER),2011,1500.492,44.20517707,-122.1284473,2.1509,0.321397425,19,2,NPK,1,1,1,478.3823482,0.814015173
look.us,Lookout (Andrews LTER),2011,1500.492,44.20517707,-122.1284473,2.1509,0.321397425,6,1,K,0,0,1,1282.204784,0.932746751
look.us,Lookout (Andrews LTER),2011,1500.492,44.20517707,-122.1284473,2.1509,0.321397425,21,3,P,0,1,0,338.8559975,0.555815076
look.us,Lookout (Andrews LTER),2011,1500.492,44.20517707,-122.1284473,2.1509,0.321397425,7,1,Control,0,0,0,1105.323747,0.972034706
look.us,Lookout (Andrews LTER),2011,1500.492,44.20517707,-122.1284473,2.1509,0.321397425,17,2,Control,0,0,0,1451.053296,0.984530346
look.us,Lookout (Andrews LTER),2011,1500.492,44.20517707,-122.1284473,2.1509,0.321397425,2,1,PK,0,1,1,609.6792728,0.748688887
look.us,Lookout (Andrews LTER),2011,1500.492,44.20517707,-122.1284473,2.1509,0.321397425,10,1,NK,1,0,1,837.445977,0.834112881
look.us,Lookout (Andrews LTER),2011,1500.492,44.20517707,-122.1284473,2.1509,0.321397425,23,3,Control,0,0,0,408.2008624,0.847415677
look.us,Lookout (Andrews LTER),2011,1500.492,44.20517707,-122.1284473,2.1509,0.321397425,12,2,K,0,0,1,910.5776111,0.917756661
look.us,Lookout (Andrews LTER),2011,1500.492,44.20517707,-122.1284473,2.1509,0.321397425,15,2,NP,1,1,0,202.2030049,0.876084802
look.us,Lookout (Andrews LTER),2011,1500.492,44.20517707,-122.1284473,2.1509,0.321397425,1,1,NP,1,1,0,1296.680006,0.911979632
look.us,Lookout (Andrews LTER),2011,1500.492,44.20517707,-122.1284473,2.1509,0.321397425,5,1,N,1,0,0,410.4998721,0.754803657
look.us,Lookout (Andrews LTER),2011,1500.492,44.20517707,-122.1284473,2.1509,0.321397425,20,2,N,1,0,0,734.7593418,0.89751537
look.us,Lookout (Andrews LTER),2011,1500.492,44.20517707,-122.1284473,2.1509,0.321397425,24,3,K,0,0,1,1160.295429,0.931481304
look.us,Lookout (Andrews LTER),2011,1500.492,44.20517707,-122.1284473,2.1509,0.321397425,9,1,NPK,1,1,1,698.6431596,0.79396396
mtca.au,Mt. Caroline,2011,285,-31.782138,117.610853,0.2221,0.880597947,13,2,N,1,0,0,116.5108278,0.398994889
mtca.au,Mt. Caroline,2011,285,-31.782138,117.610853,0.2221,0.880597947,12,2,K,0,0,1,213.5576447,0.572989709
mtca.au,Mt. Caroline,2011,285,-31.782138,117.610853,0.2221,0.880597947,10,1,NK,1,0,1,193.3565436,0.487588836
mtca.au,Mt. Caroline,2011,285,-31.782138,117.610853,0.2221,0.880597947,14,2,NK,1,0,1,111.6852895,0.396700853
mtca.au,Mt. Caroline,2011,285,-31.782138,117.610853,0.2221,0.880597947,26,3,N,1,0,0,93.89628158,0.393701239
mtca.au,Mt. Caroline,2011,285,-31.782138,117.610853,0.2221,0.880597947,29,3,NPK,1,1,1,277.6375422,0.51549195
mtca.au,Mt. Caroline,2011,285,-31.782138,117.610853,0.2221,0.880597947,11,2,P,0,1,0,112.4249371,0.348000244
mtca.au,Mt. Caroline,2011,285,-31.782138,117.610853,0.2221,0.880597947,2,1,NPK,1,1,1,314.051694,0.614219936
mtca.au,Mt. Caroline,2011,285,-31.782138,117.610853,0.2221,0.880597947,28,3,NP,1,1,0,479.6031556,0.725843156
